study,latin_name,historic_low_limit,historic_mean_limit,historic_upper_limit,modern_low_limit,modern_mean_elevation,modern_upper_limit,change_low_limit,change_mean_elevation,change_upper_limit
Bassler et al. 2013 beetle,Ocypus aeneocephalus,NA,NA,680,NA,NA,1161,NA,NA,481
Bassler et al. 2013 beetle,Oiceoptoma thoracica,NA,NA,750,NA,NA,1350,NA,NA,600
Bassler et al. 2013 beetle,Omalium caesum,NA,NA,950,NA,NA,1420,NA,NA,470
Bassler et al. 2013 beetle,Omalium rivulare,NA,NA,950,NA,NA,1380,NA,NA,430
Bassler et al. 2013 beetle,Ostoma ferruginea,NA,NA,1320,NA,NA,1396,NA,NA,76
Bassler et al. 2013 beetle,Othius myrmecophilus,NA,NA,1150,NA,NA,1312,NA,NA,162
Bassler et al. 2013 beetle,Otiorhynchus fuscipes,NA,NA,1150,NA,NA,1396,NA,NA,246
Bassler et al. 2013 beetle,Otiorhynchus morio,NA,NA,1320,NA,NA,1007,NA,NA,-313
Bassler et al. 2013 beetle,Otiorhynchus niger,NA,NA,1450,NA,NA,1396,NA,NA,-54
Bassler et al. 2013 beetle,Otiorhynchus scaber,NA,NA,1050,NA,NA,1108,NA,NA,58
Bassler et al. 2013 beetle,Otiorhynchus subdentatus,NA,NA,950,NA,NA,1352,NA,NA,402
Bassler et al. 2013 beetle,Oxymirus cursor,NA,NA,950,NA,NA,1420,NA,NA,470
Bassler et al. 2013 beetle,Oxypoda alternans,NA,NA,1150,NA,NA,1380,NA,NA,230
Bassler et al. 2013 beetle,Oxypoda annularis,NA,NA,750,NA,NA,944,NA,NA,194
Bassler et al. 2013 beetle,Oxyporus maxillosus,NA,NA,750,NA,NA,812,NA,NA,62
Bassler et al. 2013 beetle,Pachytodes cerambyciformis,NA,NA,680,NA,NA,1007,NA,NA,327
Bassler et al. 2013 beetle,Phaedon cochleariae,NA,NA,950,NA,NA,800,NA,NA,-150
Bassler et al. 2013 beetle,Philonthus carbonarius,NA,NA,680,NA,NA,795,NA,NA,115
Bassler et al. 2013 beetle,Philonthus cognatus,NA,NA,800,NA,NA,1020,NA,NA,220
Bassler et al. 2013 beetle,Philonthus fimetarius,NA,NA,680,NA,NA,909,NA,NA,229
Bassler et al. 2013 beetle,Philonthus varians,NA,NA,700,NA,NA,1333,NA,NA,633
Bassler et al. 2013 beetle,Phloeonomus pusillus,NA,NA,950,NA,NA,1060,NA,NA,110
Bassler et al. 2013 beetle,Phloeostiba planus,NA,NA,950,NA,NA,929,NA,NA,-21
Bassler et al. 2013 beetle,Phyllobius arborator,NA,NA,700,NA,NA,1287,NA,NA,587
Bassler et al. 2013 beetle,Phyllobius argentatus,NA,NA,950,NA,NA,1334,NA,NA,384
Bassler et al. 2013 beetle,Phyllobius calcaratus,NA,NA,700,NA,NA,1182,NA,NA,482
Bassler et al. 2013 beetle,Phyllobius pyri,NA,NA,700,NA,NA,1177,NA,NA,477
Bassler et al. 2013 beetle,Phyllopertha horticola,NA,NA,950,NA,NA,1368,NA,NA,418
Bassler et al. 2013 beetle,Phyllotreta nemorum,NA,NA,1320,NA,NA,1368,NA,NA,48
Bassler et al. 2013 beetle,Phyllotreta tetrastigma,NA,NA,700,NA,NA,800,NA,NA,100
Bassler et al. 2013 beetle,Phyllotreta undulata,NA,NA,680,NA,NA,1368,NA,NA,688
Bassler et al. 2013 beetle,Pidonia lurida,NA,NA,750,NA,NA,1137,NA,NA,387
Bassler et al. 2013 beetle,Pissodes piceae,NA,NA,950,NA,NA,1197,NA,NA,247
Bassler et al. 2013 beetle,Pityogenes chalcographus,NA,NA,1450,NA,NA,1420,NA,NA,-30
Bassler et al. 2013 beetle,Pityokteines curvidens,NA,NA,1050,NA,NA,1073,NA,NA,23
Bassler et al. 2013 beetle,Pityophagus ferrugineus,NA,NA,700,NA,NA,1286,NA,NA,586
Bassler et al. 2013 beetle,Platystethus arenarius,NA,NA,1150,NA,NA,1182,NA,NA,32
Bassler et al. 2013 beetle,Plectophloeus fischeri,NA,NA,750,NA,NA,1215,NA,NA,465
Bassler et al. 2013 beetle,Podabrus alpinus,NA,NA,1050,NA,NA,1352,NA,NA,302
Bassler et al. 2013 beetle,Polydrusus amoenus,NA,NA,1450,NA,NA,1396,NA,NA,-54
Bassler et al. 2013 beetle,Polydrusus impar,NA,NA,680,NA,NA,994,NA,NA,314
Bassler et al. 2013 beetle,Polydrusus pallidus,NA,NA,680,NA,NA,1352,NA,NA,672
Bassler et al. 2013 beetle,Polydrusus undatus,NA,NA,1050,NA,NA,1323,NA,NA,273
Bassler et al. 2013 beetle,Propylea quatuordecimpunctata,NA,NA,700,NA,NA,1287,NA,NA,587
Bassler et al. 2013 beetle,Protapion apricans,NA,NA,680,NA,NA,909,NA,NA,229
Bassler et al. 2013 beetle,Protapion fulvipes,NA,NA,680,NA,NA,1060,NA,NA,380
Bassler et al. 2013 beetle,Proteinus brachypterus,NA,NA,700,NA,NA,1380,NA,NA,680
Bassler et al. 2013 beetle,Pterostichus aethiops,NA,NA,1450,NA,NA,1420,NA,NA,-30
Bassler et al. 2013 beetle,Pterostichus burmeisteri,NA,NA,1150,NA,NA,1334,NA,NA,184
Bassler et al. 2013 beetle,Pterostichus diligens,NA,NA,1320,NA,NA,1333,NA,NA,13
Bassler et al. 2013 beetle,Pterostichus melanarius,NA,NA,1320,NA,NA,1161,NA,NA,-159
Bassler et al. 2013 beetle,Pterostichus niger,NA,NA,800,NA,NA,1216,NA,NA,416
Bassler et al. 2013 beetle,Pterostichus nigrita,NA,NA,750,NA,NA,1252,NA,NA,502
Bassler et al. 2013 beetle,Pterostichus oblongopunctatus,NA,NA,950,NA,NA,1368,NA,NA,418
Bassler et al. 2013 beetle,Pterostichus pumilio,NA,NA,1320,NA,NA,1420,NA,NA,100
Bassler et al. 2013 beetle,Pteryngium crenatum,NA,NA,1050,NA,NA,1368,NA,NA,318
Bassler et al. 2013 beetle,Ptinus fur,NA,NA,680,NA,NA,740,NA,NA,60
Bassler et al. 2013 beetle,Pyropterus nigroruber,NA,NA,700,NA,NA,1287,NA,NA,587
Bassler et al. 2013 beetle,Quedius alpestris,NA,NA,1450,NA,NA,1420,NA,NA,-30
Bassler et al. 2013 beetle,Quedius cinctus,NA,NA,700,NA,NA,1420,NA,NA,720
Bassler et al. 2013 beetle,Quedius fuliginosus,NA,NA,680,NA,NA,1380,NA,NA,700
Bassler et al. 2013 beetle,Quedius mesomelinus,NA,NA,950,NA,NA,1236,NA,NA,286
Bassler et al. 2013 beetle,Quedius punctatellus,NA,NA,1450,NA,NA,1420,NA,NA,-30
Bassler et al. 2013 beetle,Quedius scintillans,NA,NA,680,NA,NA,1157,NA,NA,477
Bassler et al. 2013 beetle,Rhagium bifasciatum,NA,NA,750,NA,NA,1420,NA,NA,670
Bassler et al. 2013 beetle,Rhagium mordax,NA,NA,750,NA,NA,1368,NA,NA,618
Bassler et al. 2013 beetle,Rhagonycha lignosa,NA,NA,950,NA,NA,1215,NA,NA,265
Bassler et al. 2013 beetle,Rhagonycha testacea,NA,NA,950,NA,NA,1150,NA,NA,200
Bassler et al. 2013 beetle,Rhizophagus dispar,NA,NA,1050,NA,NA,1420,NA,NA,370
Bassler et al. 2013 beetle,Rhynchaenus fagi,NA,NA,1450,NA,NA,1287,NA,NA,-163
Bassler et al. 2013 beetle,Rhyncolus ater,NA,NA,750,NA,NA,1420,NA,NA,670
Bassler et al. 2013 beetle,Rugilus erichsoni,NA,NA,680,NA,NA,1177,NA,NA,497
Bassler et al. 2013 beetle,Rugilus rufipes,NA,NA,680,NA,NA,1090,NA,NA,410
Bassler et al. 2013 beetle,Scaphisoma subalpinum,NA,NA,700,NA,NA,1077,NA,NA,377
Bassler et al. 2013 beetle,Schizotus pectinicornis,NA,NA,1150,NA,NA,1137,NA,NA,-13
Bassler et al. 2013 beetle,Sciodrepoides watsoni,NA,NA,680,NA,NA,1420,NA,NA,740
Bassler et al. 2013 beetle,Scymnus abietis,NA,NA,1320,NA,NA,1368,NA,NA,48
Bassler et al. 2013 beetle,Scymnus haemorrhoidalis,NA,NA,680,NA,NA,819,NA,NA,139
Bassler et al. 2013 beetle,Serica brunna,NA,NA,800,NA,NA,779,NA,NA,-21
Bassler et al. 2013 beetle,Sericus brunneus,NA,NA,750,NA,NA,1368,NA,NA,618
Bassler et al. 2013 beetle,Simo hirticornis,NA,NA,700,NA,NA,964,NA,NA,264
Bassler et al. 2013 beetle,Sinodendron cylindricum,NA,NA,1050,NA,NA,1108,NA,NA,58
Bassler et al. 2013 beetle,Sitona hispidulus,NA,NA,1320,NA,NA,819,NA,NA,-501
Bassler et al. 2013 beetle,Sitona puncticollis,NA,NA,1320,NA,NA,819,NA,NA,-501
Bassler et al. 2013 beetle,Sitona sulcifrons,NA,NA,1320,NA,NA,1368,NA,NA,48
Bassler et al. 2013 beetle,Sphaerites glabratus,NA,NA,1450,NA,NA,1262,NA,NA,-188
Bassler et al. 2013 beetle,Staphylinus fossor,NA,NA,680,NA,NA,847,NA,NA,167
Bassler et al. 2013 beetle,Stenurella melanura,NA,NA,850,NA,NA,1340,NA,NA,490
Bassler et al. 2013 beetle,Stenus bifoveolatus,NA,NA,700,NA,NA,1182,NA,NA,482
Bassler et al. 2013 beetle,Stenus clavicornis,NA,NA,680,NA,NA,1154,NA,NA,474
Bassler et al. 2013 beetle,Stenus impressus,NA,NA,680,NA,NA,1334,NA,NA,654
Bassler et al. 2013 beetle,Stephostethus angusticollis,NA,NA,680,NA,NA,727,NA,NA,47
Bassler et al. 2013 beetle,Strophosoma melanogrammum,NA,NA,750,NA,NA,1312,NA,NA,562
Bassler et al. 2013 beetle,Tachinus laticollis,NA,NA,1050,NA,NA,1352,NA,NA,302
Bassler et al. 2013 beetle,Tachinus pallipes,NA,NA,1050,NA,NA,1287,NA,NA,237
Bassler et al. 2013 beetle,Tachinus proximus,NA,NA,750,NA,NA,1284,NA,NA,534
Bassler et al. 2013 beetle,Tachyerges stigma,NA,NA,950,NA,NA,810,NA,NA,-140
Bassler et al. 2013 beetle,Tachyporus chrysomelinus,NA,NA,680,NA,NA,1182,NA,NA,502
Bassler et al. 2013 beetle,Tachyporus hypnorum,NA,NA,680,NA,NA,1284,NA,NA,604
Bassler et al. 2013 beetle,Tachyporus ruficollis,NA,NA,1320,NA,NA,1323,NA,NA,3
Bassler et al. 2013 beetle,Tachyta nana,NA,NA,750,NA,NA,1368,NA,NA,618
Bassler et al. 2013 beetle,Taphrorychus bicolor,NA,NA,1050,NA,NA,1090,NA,NA,40
Bassler et al. 2013 beetle,Thanasimus formicarius,NA,NA,950,NA,NA,1420,NA,NA,470
Bassler et al. 2013 beetle,Thanatophilus rugosus,NA,NA,750,NA,NA,1219,NA,NA,469
Bassler et al. 2013 beetle,Thymalus limbatus,NA,NA,950,NA,NA,1420,NA,NA,470
Bassler et al. 2013 beetle,Tillus elongatus,NA,NA,950,NA,NA,1090,NA,NA,140
Bassler et al. 2013 beetle,Trechus splendens,NA,NA,1320,NA,NA,1350,NA,NA,30
Bassler et al. 2013 beetle,Trichius fasciatus,NA,NA,950,NA,NA,1177,NA,NA,227
Bassler et al. 2013 beetle,Trichotichnus laevicollis,NA,NA,850,NA,NA,1262,NA,NA,412
Bassler et al. 2013 beetle,Triplax aenea,NA,NA,1150,NA,NA,900,NA,NA,-250
Bassler et al. 2013 beetle,Xyloterus domesticus,NA,NA,680,NA,NA,1184,NA,NA,504
Bassler et al. 2013 beetle,Xyloterus lineatus,NA,NA,950,NA,NA,1420,NA,NA,470
Bassler et al. 2013 bird,Accipiter gentilis,NA,NA,1150,NA,NA,847,NA,NA,-303
Bassler et al. 2013 bird,Aegithalos caudatus,NA,NA,750,NA,NA,1177,NA,NA,427
Bassler et al. 2013 bird,Aegolius funereus,NA,NA,1050,NA,NA,1108,NA,NA,58
Bassler et al. 2013 bird,Anthus pratensis,NA,NA,700,NA,NA,1340,NA,NA,640
Bassler et al. 2013 bird,Apus apus,NA,NA,750,NA,NA,1296,NA,NA,546
Bassler et al. 2013 bird,Buteo buteo,NA,NA,1050,NA,NA,1406,NA,NA,356
Bassler et al. 2013 bird,Certhia familiaris,NA,NA,1320,NA,NA,1406,NA,NA,86
Bassler et al. 2013 bird,Chloris chloris,NA,NA,750,NA,NA,1154,NA,NA,404
Bassler et al. 2013 bird,Cinclus cinclus,NA,NA,1100,NA,NA,843,NA,NA,-257
Bassler et al. 2013 bird,Coccothraustes coccothraustes,NA,NA,750,NA,NA,1333,NA,NA,583
Bassler et al. 2013 bird,Columba oenas,NA,NA,1320,NA,NA,1157,NA,NA,-163
Bassler et al. 2013 bird,Columba palumbus,NA,NA,800,NA,NA,1312,NA,NA,512
Bassler et al. 2013 bird,Corvus corax,NA,NA,600,NA,NA,1350,NA,NA,750
Bassler et al. 2013 bird,Corvus corone,NA,NA,750,NA,NA,1406,NA,NA,656
Bassler et al. 2013 bird,Cuculus canorus,NA,NA,1320,NA,NA,1333,NA,NA,13
Bassler et al. 2013 bird,Cyanistes caeruleus,NA,NA,1320,NA,NA,1142,NA,NA,-178
Bassler et al. 2013 bird,Delichon urbicum,NA,NA,750,NA,NA,1161,NA,NA,411
Bassler et al. 2013 bird,Dendrocopos major,NA,NA,1320,NA,NA,1287,NA,NA,-33
Bassler et al. 2013 bird,Dendrocopos minor,NA,NA,1320,NA,NA,1323,NA,NA,3
Bassler et al. 2013 bird,Dryocopus martius,NA,NA,1320,NA,NA,1226,NA,NA,-94
Bassler et al. 2013 bird,Emberiza citrinella,NA,NA,800,NA,NA,1161,NA,NA,361
Bassler et al. 2013 bird,Erithacus rubecula,NA,NA,1150,NA,NA,1396,NA,NA,246
Bassler et al. 2013 bird,Falco tinnunculus,NA,NA,1050,NA,NA,1177,NA,NA,127
Bassler et al. 2013 bird,Fringilla coelebs,NA,NA,1320,NA,NA,1420,NA,NA,100
Bassler et al. 2013 bird,Garrulus glandarius,NA,NA,1320,NA,NA,1333,NA,NA,13
Bassler et al. 2013 bird,Glaucidium passerinum,NA,NA,1050,NA,NA,1304,NA,NA,254
Bassler et al. 2013 bird,Hirundo rustica,NA,NA,750,NA,NA,1333,NA,NA,583
Bassler et al. 2013 bird,Linaria cannabina,NA,NA,700,NA,NA,690,NA,NA,-10
Bassler et al. 2013 bird,Lophophanes cristatus,NA,NA,1320,NA,NA,1396,NA,NA,76
Bassler et al. 2013 bird,Loxia curvirostra,NA,NA,1320,NA,NA,1420,NA,NA,100
Bassler et al. 2013 bird,Motacilla alba,NA,NA,950,NA,NA,1368,NA,NA,418
Bassler et al. 2013 bird,Motacilla cinerea,NA,NA,950,NA,NA,1247,NA,NA,297
Bassler et al. 2013 bird,Nucifraga caryocatactes,NA,NA,1150,NA,NA,1090,NA,NA,-60
Bassler et al. 2013 bird,Parus major,NA,NA,1150,NA,NA,1245,NA,NA,95
Bassler et al. 2013 bird,Periparus ater,NA,NA,1320,NA,NA,1406,NA,NA,86
Bassler et al. 2013 bird,Phoenicurus ochruros,NA,NA,1150,NA,NA,1352,NA,NA,202
Bassler et al. 2013 bird,Phoenicurus phoenicurus,NA,NA,1100,NA,NA,1420,NA,NA,320
Bassler et al. 2013 bird,Picoides tridactylus,NA,NA,1320,NA,NA,1406,NA,NA,86
Bassler et al. 2013 bird,Poecile montanus,NA,NA,1150,NA,NA,1159,NA,NA,9
Bassler et al. 2013 bird,Prunella modularis,NA,NA,800,NA,NA,1420,NA,NA,620
Bassler et al. 2013 bird,Pyrrhula pyrrhula,NA,NA,1150,NA,NA,1328,NA,NA,178
Bassler et al. 2013 bird,Regulus ignicapilla,NA,NA,1400,NA,NA,1328,NA,NA,-72
Bassler et al. 2013 bird,Regulus regulus,NA,NA,1400,NA,NA,1420,NA,NA,20
Bassler et al. 2013 bird,Scolopax rusticola,NA,NA,1320,NA,NA,855,NA,NA,-465
Bassler et al. 2013 bird,Serinus serinus,NA,NA,700,NA,NA,1241,NA,NA,541
Bassler et al. 2013 bird,Spinus spinus,NA,NA,1400,NA,NA,1420,NA,NA,20
Bassler et al. 2013 bird,Strix aluco,NA,NA,1150,NA,NA,778,NA,NA,-372
Bassler et al. 2013 bird,Sylvia atricapilla,NA,NA,1050,NA,NA,1420,NA,NA,370
Bassler et al. 2013 bird,Sylvia borin,NA,NA,750,NA,NA,1368,NA,NA,618
Bassler et al. 2013 bird,Tetrao urogallus,NA,NA,1150,NA,NA,1368,NA,NA,218
Bassler et al. 2013 bird,Tetrastes bonasia,NA,NA,1320,NA,NA,1319,NA,NA,-1
Bassler et al. 2013 bird,Troglodytes troglodytes,NA,NA,1320,NA,NA,1406,NA,NA,86
Bassler et al. 2013 bird,Turdus merula,NA,NA,1320,NA,NA,1350,NA,NA,30
Bassler et al. 2013 bird,Turdus philomelos,NA,NA,1320,NA,NA,1396,NA,NA,76
Bassler et al. 2013 bird,Turdus pilaris,NA,NA,1050,NA,NA,794,NA,NA,-256
Bassler et al. 2013 bird,Turdus torquatus,NA,NA,1400,NA,NA,1420,NA,NA,20
Bassler et al. 2013 bird,Turdus viscivorus,NA,NA,1320,NA,NA,1352,NA,NA,32
Bassler et al. 2013 diptera,Baccha elongata,NA,NA,1040,NA,NA,1334,NA,NA,294
Bassler et al. 2013 diptera,Brachypalpus laphriformis,NA,NA,700,NA,NA,1287,NA,NA,587
Bassler et al. 2013 diptera,Cheilosia albitarsis,NA,NA,850,NA,NA,1150,NA,NA,300
Bassler et al. 2013 diptera,Cheilosia pagana,NA,NA,680,NA,NA,674,NA,NA,-6
Bassler et al. 2013 diptera,Cheilosia variabilis,NA,NA,800,NA,NA,945,NA,NA,145
Bassler et al. 2013 diptera,Chrysotoxum arcuatum,NA,NA,1050,NA,NA,1287,NA,NA,237
Bassler et al. 2013 diptera,Chrysotoxum bicinctum,NA,NA,680,NA,NA,674,NA,NA,-6
Bassler et al. 2013 diptera,Chrysotoxum fasciolatum,NA,NA,690,NA,NA,1287,NA,NA,597
Bassler et al. 2013 diptera,Criorhina asilica,NA,NA,1040,NA,NA,1007,NA,NA,-33
Bassler et al. 2013 diptera,Dasysyrphus hilaris,NA,NA,1020,NA,NA,1287,NA,NA,267
Bassler et al. 2013 diptera,Dasysyrphus pinastri,NA,NA,1050,NA,NA,1319,NA,NA,269
Bassler et al. 2013 diptera,Dasysyrphus venustus,NA,NA,800,NA,NA,1252,NA,NA,452
Bassler et al. 2013 diptera,Didea fasciata,NA,NA,1040,NA,NA,674,NA,NA,-366
Bassler et al. 2013 diptera,Episyrphus balteatus,NA,NA,800,NA,NA,1319,NA,NA,519
Bassler et al. 2013 diptera,Eristalis pertinax,NA,NA,850,NA,NA,1287,NA,NA,437
Bassler et al. 2013 diptera,Eristalis rupium,NA,NA,850,NA,NA,945,NA,NA,95
Bassler et al. 2013 diptera,Eristalis tenax,NA,NA,1450,NA,NA,1287,NA,NA,-163
Bassler et al. 2013 diptera,Eupeodes corollae,NA,NA,750,NA,NA,1352,NA,NA,602
Bassler et al. 2013 diptera,Eupeodes luniger,NA,NA,1150,NA,NA,1319,NA,NA,169
Bassler et al. 2013 diptera,Helophilus pendulus,NA,NA,680,NA,NA,1319,NA,NA,639
Bassler et al. 2013 diptera,Helophilus trivittatus,NA,NA,680,NA,NA,945,NA,NA,265
Bassler et al. 2013 diptera,Ischyrosyrphus glaucius,NA,NA,1040,NA,NA,1150,NA,NA,110
Bassler et al. 2013 diptera,Leucozona lucorum,NA,NA,1450,NA,NA,1284,NA,NA,-166
Bassler et al. 2013 diptera,Megasyrphus erraticus,NA,NA,1320,NA,NA,1287,NA,NA,-33
Bassler et al. 2013 diptera,Melangyna umbellatarum,NA,NA,680,NA,NA,1352,NA,NA,672
Bassler et al. 2013 diptera,Melanogaster nuda,NA,NA,680,NA,NA,1287,NA,NA,607
Bassler et al. 2013 diptera,Melanostoma mellinum,NA,NA,1050,NA,NA,1368,NA,NA,318
Bassler et al. 2013 diptera,Melanostoma scalare,NA,NA,1000,NA,NA,1319,NA,NA,319
Bassler et al. 2013 diptera,Meliscaeva auricollis,NA,NA,1040,NA,NA,1352,NA,NA,312
Bassler et al. 2013 diptera,Meliscaeva cinctella,NA,NA,680,NA,NA,1368,NA,NA,688
Bassler et al. 2013 diptera,Myathropa florea,NA,NA,680,NA,NA,1352,NA,NA,672
Bassler et al. 2013 diptera,Neoascia meticulosa,NA,NA,680,NA,NA,945,NA,NA,265
Bassler et al. 2013 diptera,Parasyrphus lineola,NA,NA,800,NA,NA,1368,NA,NA,568
Bassler et al. 2013 diptera,Parasyrphus macularis,NA,NA,850,NA,NA,1352,NA,NA,502
Bassler et al. 2013 diptera,Pipiza noctiluca,NA,NA,1040,NA,NA,1215,NA,NA,175
Bassler et al. 2013 diptera,Pipiza quadrimaculata,NA,NA,1050,NA,NA,1150,NA,NA,100
Bassler et al. 2013 diptera,Platycheirus albimanus,NA,NA,850,NA,NA,1368,NA,NA,518
Bassler et al. 2013 diptera,Platycheirus clypeatus,NA,NA,800,NA,NA,1368,NA,NA,568
Bassler et al. 2013 diptera,Platycheirus peltatus,NA,NA,1320,NA,NA,1150,NA,NA,-170
Bassler et al. 2013 diptera,Rhingia campestris,NA,NA,1320,NA,NA,1039,NA,NA,-281
Bassler et al. 2013 diptera,Scaeva pyrastri,NA,NA,800,NA,NA,987,NA,NA,187
Bassler et al. 2013 diptera,Sericomyia lappona,NA,NA,1450,NA,NA,1319,NA,NA,-131
Bassler et al. 2013 diptera,Sericomyia silentis,NA,NA,1040,NA,NA,1319,NA,NA,279
Bassler et al. 2013 diptera,Sphaerophoria scripta,NA,NA,1350,NA,NA,1368,NA,NA,18
Bassler et al. 2013 diptera,Sphegina clunipes,NA,NA,1050,NA,NA,1284,NA,NA,234
Bassler et al. 2013 diptera,Sphegina spheginea,NA,NA,700,NA,NA,1182,NA,NA,482
Bassler et al. 2013 diptera,Syrphus ribesii,NA,NA,1040,NA,NA,1368,NA,NA,328
Bassler et al. 2013 diptera,Syrphus torvus,NA,NA,1150,NA,NA,1287,NA,NA,137
Bassler et al. 2013 diptera,Volucella pellucens,NA,NA,1040,NA,NA,1261,NA,NA,221
Bassler et al. 2013 diptera,Xylota sylvarum,NA,NA,850,NA,NA,1352,NA,NA,502
Bassler et al. 2013 hymenoptera,Aglaostigma fulvipes,NA,NA,950,NA,NA,926,NA,NA,-24
Bassler et al. 2013 hymenoptera,Ametastegia pallipes,NA,NA,680,NA,NA,1137,NA,NA,457
Bassler et al. 2013 hymenoptera,Andrena humilis,NA,NA,750,NA,NA,1245,NA,NA,495
Bassler et al. 2013 hymenoptera,Andrena lapponica,NA,NA,1320,NA,NA,1420,NA,NA,100
Bassler et al. 2013 hymenoptera,Andrena ovatula,NA,NA,680,NA,NA,674,NA,NA,-6
Bassler et al. 2013 hymenoptera,Andrena wilkella,NA,NA,700,NA,NA,1380,NA,NA,680
Bassler et al. 2013 hymenoptera,Argogorytes mystaceus,NA,NA,750,NA,NA,1039,NA,NA,289
Bassler et al. 2013 hymenoptera,Athalia circularis,NA,NA,680,NA,NA,1368,NA,NA,688
Bassler et al. 2013 hymenoptera,Athalia cordata,NA,NA,680,NA,NA,1287,NA,NA,607
Bassler et al. 2013 hymenoptera,Auplopus carbonarius,NA,NA,800,NA,NA,795,NA,NA,-5
Bassler et al. 2013 hymenoptera,Birka cinereipes,NA,NA,950,NA,NA,1287,NA,NA,337
Bassler et al. 2013 hymenoptera,Bombus hypnorum,NA,NA,750,NA,NA,1334,NA,NA,584
Bassler et al. 2013 hymenoptera,Bombus pascuorum,NA,NA,900,NA,NA,1368,NA,NA,468
Bassler et al. 2013 hymenoptera,Bombus pratorum,NA,NA,1320,NA,NA,1396,NA,NA,76
Bassler et al. 2013 hymenoptera,Bombus rupestris,NA,NA,1320,NA,NA,1368,NA,NA,48
Bassler et al. 2013 hymenoptera,Bombus wurfleini,NA,NA,750,NA,NA,1318,NA,NA,568
Bassler et al. 2013 hymenoptera,Caliroa annulipes,NA,NA,1320,NA,NA,1080,NA,NA,-240
Bassler et al. 2013 hymenoptera,Camponotus herculeanus,NA,NA,1320,NA,NA,1325,NA,NA,5
Bassler et al. 2013 hymenoptera,Chrysis ignita form A,NA,NA,750,NA,NA,1368,NA,NA,618
Bassler et al. 2013 hymenoptera,Claremontia alternipes,NA,NA,1050,NA,NA,1215,NA,NA,165
Bassler et al. 2013 hymenoptera,Dolerus aeneus,NA,NA,1450,NA,NA,1368,NA,NA,-82
Bassler et al. 2013 hymenoptera,Dolerus gonager,NA,NA,680,NA,NA,1368,NA,NA,688
Bassler et al. 2013 hymenoptera,Dolerus nigratus,NA,NA,950,NA,NA,1182,NA,NA,232
Bassler et al. 2013 hymenoptera,Dolerus picipes,NA,NA,680,NA,NA,1182,NA,NA,502
Bassler et al. 2013 hymenoptera,Dolerus vestigialis,NA,NA,950,NA,NA,945,NA,NA,-5
Bassler et al. 2013 hymenoptera,Dolichovespula norwegica,NA,NA,1150,NA,NA,1380,NA,NA,230
Bassler et al. 2013 hymenoptera,Dolichovespula saxonica,NA,NA,750,NA,NA,1323,NA,NA,573
Bassler et al. 2013 hymenoptera,Dolichovespula sylvestris,NA,NA,1150,NA,NA,1318,NA,NA,168
Bassler et al. 2013 hymenoptera,Ectemnius cephalotes,NA,NA,680,NA,NA,1261,NA,NA,581
Bassler et al. 2013 hymenoptera,Eutomostethus luteiventris,NA,NA,680,NA,NA,1287,NA,NA,607
Bassler et al. 2013 hymenoptera,Formica rufa,NA,NA,1320,NA,NA,1325,NA,NA,5
Bassler et al. 2013 hymenoptera,Formica sanguinea,NA,NA,950,NA,NA,1105,NA,NA,155
Bassler et al. 2013 hymenoptera,Gilpinia hercyniae,NA,NA,950,NA,NA,1304,NA,NA,354
Bassler et al. 2013 hymenoptera,Lasius fuliginosus,NA,NA,950,NA,NA,1333,NA,NA,383
Bassler et al. 2013 hymenoptera,Lasius mixtus,NA,NA,800,NA,NA,740,NA,NA,-60
Bassler et al. 2013 hymenoptera,Macrophya alboannulata,NA,NA,950,NA,NA,926,NA,NA,-24
Bassler et al. 2013 hymenoptera,Macrophya duodecimpunctata,NA,NA,950,NA,NA,1182,NA,NA,232
Bassler et al. 2013 hymenoptera,Manica rubida,NA,NA,700,NA,NA,1105,NA,NA,405
Bassler et al. 2013 hymenoptera,Mellinus arvensis,NA,NA,800,NA,NA,945,NA,NA,145
Bassler et al. 2013 hymenoptera,Pachynematus scutellatus,NA,NA,1050,NA,NA,1352,NA,NA,302
Bassler et al. 2013 hymenoptera,Pachyprotasis rapae,NA,NA,950,NA,NA,1287,NA,NA,337
Bassler et al. 2013 hymenoptera,Pamphilius gyllenhali,NA,NA,680,NA,NA,674,NA,NA,-6
Bassler et al. 2013 hymenoptera,Pristiphora mollis,NA,NA,1450,NA,NA,1319,NA,NA,-131
Bassler et al. 2013 hymenoptera,Rhogogaster viridis,NA,NA,950,NA,NA,1039,NA,NA,89
Bassler et al. 2013 hymenoptera,Strongylogaster macula,NA,NA,1050,NA,NA,1420,NA,NA,370
Bassler et al. 2013 hymenoptera,Strongylogaster mixta,NA,NA,1320,NA,NA,1368,NA,NA,48
Bassler et al. 2013 hymenoptera,Symmorphus allobrogus,NA,NA,1050,NA,NA,1039,NA,NA,-11
Bassler et al. 2013 hymenoptera,Taxonus agrorum,NA,NA,680,NA,NA,1319,NA,NA,639
Bassler et al. 2013 hymenoptera,Tenthredo arcuata,NA,NA,750,NA,NA,1380,NA,NA,630
Bassler et al. 2013 hymenoptera,Tenthredo atra,NA,NA,800,NA,NA,1150,NA,NA,350
Bassler et al. 2013 hymenoptera,Tenthredo colon,NA,NA,950,NA,NA,1261,NA,NA,311
Bassler et al. 2013 hymenoptera,Tenthredo livida,NA,NA,800,NA,NA,1319,NA,NA,519
